Week Ending/Date,Location,Average_Price
25/05/2019,Cochin,127.76(116.17)
18/05/2019,Cochin,127.60(118.83)
11/05/2019,Cochin,127.82(121.45)
04/05/2019,Cochin,129.73(124.50)
27/04/2019,Cochin,129.13(122.91)
20/04/2019,Cochin,NS(125.92)
13/04/2019,Cochin,128.38(124.02)
06/04/2019,Cochin,127.54(124.51)
30/03/2019,Cochin,125.72(NS)
23/03/2019,Cochin,128.18(127.62)
16/03/2019,Cochin,127.64(126.43)
09/03/2019,Cochin,127.19(123.99)
02/03/2019,Cochin,126.29(122.60)
23/02/2019,Cochin,126.74(122.94)
16/02/2019,Cochin,129.72(123.12)
09/02/2019,Cochin,129.00(126.08)
02/02/2019,Cochin,130.93(124.91)
26/01/2019,Cochin,129.98(124.30)
19/01/2019,Cochin,128.14(123.01)
12/01/2019,Cochin,127.40(120.39)
05/01/2019,Cochin,126.74(114.04)
28/12/2019,Coonoor,NS(NS)
21/12/2019,Coonoor,82.34(97.64)
14/12/2019,Coonoor,80.51(98.47)
07/12/2019,Coonoor,79.04(102.08)
30/11/2019,Coonoor,78.81(103.71)
23/11/2019,Coonoor,97.97(102.53)
16/11/2019,Coonoor,79.39(100.72)
09/11/2019,Coonoor,78.17(NS)
02/11/2019,Coonoor,78.68(97.43)
26/10/2019,Coonoor,80.70(93.81)
19/10/2019,Coonoor,84.96(93.14)
12/10/2019,Coonoor,85.99(94.26)
05/10/2019,Coonoor,87.44(94.85)
28/09/2019,Coonoor,87.74(95.67)
21/09/2019,Coonoor,86.31(95.98)
14/09/2019,Coonoor,85.82(95.97)
07/09/2019,Coonoor,83.81(95.11)
31/08/2019,Coonoor,83.33(95.36)
24/08/2019,Coonoor,83.11(92.67)
17/08/2019,Coonoor,81.42(87.96)
10/08/2019,Coonoor,80.78(86.79)
03/08/2019,Coonoor,80.29(84.90)
27/07/2019,Coonoor,80.40(83.06)
20/07/2019,Coonoor,78.90(82.09)
13/07/2019,Coonoor,79.10(81.80)
06/07/2019,Coonoor,84.97(78.77)
29/06/2019,Coonoor,87.32(78.32)
22/06/2019,Coonoor,92.25(77.82)
15/06/2019,Coonoor,93.00(78.68)
08/06/2019,Coonoor,93.43(78.58)
01/06/2019,Coonoor,93.91(78.80)
25/05/2019,Coonoor,95.32(79.00)
18/05/2019,Coonoor,97.50(80.05)
11/05/2019,Coonoor,99.19(83.51)
04/05/2019,Coonoor,99.19(87.38)
27/04/2019,Coonoor,100.77(91.97)
20/04/2019,Coonoor,99.97(95.55)
13/04/2019,Coonoor,100.46(95.39)
06/04/2019,Coonoor,101.02(95.38)
30/03/2019,Coonoor,100.90(96.58)
23/03/2019,Coonoor,101.65(95.49)
16/03/2019,Coonoor,102.75(94.07)
09/03/2019,Coonoor,101.65(95.14)
02/03/2019,Coonoor,100.40(94.38)
23/02/2019,Coonoor,98.80(95.88)
16/02/2019,Coonoor,98.62(97.21)
09/02/2019,Coonoor,99.52(95.43)
02/02/2019,Coonoor,99.99(93.40)
26/01/2019,Coonoor,101.25(90.40)
19/01/2019,Coonoor,100.62(87.74)
12/01/2019,Coonoor,100.15(88.51)
05/01/2019,Coonoor,98.23(88.77)
28/12/2019,Coimbatore,NS(NS)
21/12/2019,Coimbatore,94.20(105.74)
14/12/2019,Coimbatore,92.13(111.56)
07/12/2019,Coimbatore,92.94(112.38)
30/11/2019,Coimbatore,94.90(114.81)
23/11/2019,Coimbatore,95.14(112.14)
16/11/2019,Coimbatore,93.03(109.39)
09/11/2019,Coimbatore,95.75(NS)
02/11/2019,Coimbatore,NS(105.97)
26/10/2019,Coimbatore,96.33(108.28)
19/10/2019,Coimbatore,95.51(107.41)
12/10/2019,Coimbatore,94.98(108.78)
05/10/2019,Coimbatore,97.02(113.40)
28/09/2019,Coimbatore,94.32(110.89)
21/09/2019,Coimbatore,94.52(112.65)
14/09/2019,Coimbatore,90.76(111.69)
07/09/2019,Coimbatore,93.16(110.15)
31/08/2019,Coimbatore,90.09(107.87)
24/08/2019,Coimbatore,91.59(101.21)
17/08/2019,Coimbatore,91.35(98.72)
10/08/2019,Coimbatore,91.31(97.22)
03/08/2019,Coimbatore,92.09(94.07)
27/07/2019,Coimbatore,87.70(91.88)
20/07/2019,Coimbatore,89.94(94.65)
13/07/2019,Coimbatore,90.69(93.54)
06/07/2019,Coimbatore,97.99(90.11)
29/06/2019,Coimbatore,97.06(92.10)
22/06/2019,Coimbatore,99.11(89.68)
15/06/2019,Coimbatore,102.44(90.69)
08/06/2019,Coimbatore,105.51(92.22)
01/06/2019,Coimbatore,109.84(92.57)
25/05/2019,Coimbatore,108.91(93.76)
18/05/2019,Coimbatore,111.08(90.74)
11/05/2019,Coimbatore,109.24(94.76)
04/05/2019,Coimbatore,110.41(100.85)
27/04/2019,Coimbatore,108.18(103.58)
20/04/2019,Coimbatore,111.36(105.55)
13/04/2019,Coimbatore,109.66(106.05)
06/04/2019,Coimbatore,108.17(106.78)
30/03/2019,Coimbatore,109.75(107.53)
23/03/2019,Coimbatore,107.92(106.20)
16/03/2019,Coimbatore,108.17(107.53)
09/03/2019,Coimbatore,107.00(103.71)
02/03/2019,Coimbatore,104.19(104.44)
23/02/2019,Coimbatore,104.79(106.35)
16/02/2019,Coimbatore,103.63(105.34)
09/02/2019,Coimbatore,104.47(101.36)
02/02/2019,Coimbatore,108.22(100.72)
26/01/2019,Coimbatore,108.18(96.66)
19/01/2019,Coimbatore,107.08(98.18)
12/01/2019,Coimbatore,106.78(95.62)
05/01/2019,Coimbatore,106.10(92.51)
26/12/2020,Kolkata,192.39(159.24)
19/12/2020,Kolkata,188.48(163.07)
12/12/2020,Kolkata,189.03(162.89)
05/12/2020,Kolkata,194.39(165.35)
28/11/2020,Kolkata,199.99(166.80)
21/11/2020,Kolkata,205.67(169.58)
14/11/2020,Kolkata,222.00(163.94)
07/11/2020,Kolkata,228.66(166.87)
31/10/2020,Kolkata,NS(175.49)
24/10/2020,Kolkata,242.12(175.30 )
17/10/2020,Kolkata,251.78(170.26)
10/10/2020,Kolkata,265.33(NS)
03/10/2020,Kolkata,271.71(179.31)
26/09/2020,Kolkata,277.78(174.34)
19/09/2020,Kolkata,281.87(179.93)
12/09/2020,Kolkata,NS(180.39)
05/09/2020,Kolkata,291.04(186.91)
29/08/2020,Kolkata,300.10(181.49)
22/08/2020,Kolkata,307.42(189.25)
15/08/2020,Kolkata,308.75(193.24)
08/08/2020,Kolkata,307.12(199.96)
01/08/2020,Kolkata,295.89(200.75)
25/07/2020,Kolkata,297.63(200.66)
18/07/2020,Kolkata,301.04(200.78)
11/07/2020,Kolkata,298.71(193.91)
04/07/2020,Kolkata,298.54(203.14)
27/06/2020,Kolkata,272.59(204.32)
20/06/2020,Kolkata,275.63(204.49)
13/06/2020,Kolkata,250.54(187.49)
06/06/2020,Kolkata,235.11(180.12)
30/05/2020,Kolkata,NS(178.76)
23/05/2020,Kolkata,NS(179.26)
16/05/2020,Kolkata,135.40(180.26)
09/05/2020,Kolkata,NS(194.09)
02/05/2020,Kolkata,NS(202.32)
25/04/2020,Kolkata,NS(188.95)
18/04/2020,Kolkata,NS(175.25)
11/04/2020,Kolkata,NS(161.15)
04/04/2020,Kolkata,NS(126.10)
21/03/2020,Kolkata,104.29(116.78)
14/03/2020,Kolkata,90.82(107.51)
07/03/2020,Kolkata,101.49(115.79)
29/02/2020,Kolkata,103.45(113.26)
22/02/2020,Kolkata,109.64(114.70)
15/02/2020,Kolkata,111.38(119.85)
08/02/2020,Kolkata,118.72(126.21)
01/02/2020,Kolkata,128.94(129.62)
25/01/2020,Kolkata,130.25(142.83)
18/01/2020,Kolkata,134.41(148.72)
11/01/2020,Kolkata,143.46(153.46)
04/01/2020,Kolkata,152.40(154.72)
26/12/2020,Guwahati,161.05(134.74)
19/12/2020,Guwahati,157.83(139.32)
12/12/2020,Guwahati,166.13(NS)
05/12/2020,Guwahati,164.13(141.11)
28/11/2020,Guwahati,169.10(138.78)
21/11/2020,Guwahati,176.59(142.91)
14/11/2020,Guwahati,186.64(145.15)
07/11/2020,Guwahati,191.78(147.83)
31/10/2020,Guwahati,205.16(144.75)
24/10/2020,Guwahati,214.55(150.27)
17/10/2020,Guwahati,227.08(150.78)
10/10/2020,Guwahati,239.35(NS)
03/10/2020,Guwahati,257.21(153.97)
26/09/2020,Guwahati,264.36(150.62)
19/09/2020,Guwahati,274.38(150.14)
12/09/2020,Guwahati,280.73(150.11)
05/09/2020,Guwahati,288.54(156.33)
29/08/2020,Guwahati,297.03(155.92)
22/08/2020,Guwahati,295.12(157.20)
15/08/2020,Guwahati,296.85(157.18)
08/08/2020,Guwahati,287.86(161.93)
01/08/2020,Guwahati,278.31(161.43)
25/07/2020,Guwahati,NS(164.66)
18/07/2020,Guwahati,283.53(162.09)
11/07/2020,Guwahati,NS(158.33)
04/07/2020,Guwahati,273.53(158.98)
27/06/2020,Guwahati,265.12(156.96)
20/06/2020,Guwahati,253.01(163.02)
13/06/2020,Guwahati,231.18(155.00)
06/06/2020,Guwahati,216.35(147.98)
30/05/2020,Guwahati,198.29(139.17)
23/05/2020,Guwahati,199.08(135.23)
16/05/2020,Guwahati,222.01(135.12)
09/05/2020,Guwahati,150.50(135.48)
02/05/2020,Guwahati,217.56(143.43)
25/04/2020,Guwahati,111.34(152.29)
18/04/2020,Guwahati,NS(167.26)
11/04/2020,Guwahati,NS(171.04)
04/04/2020,Guwahati,NS(176.47)
21/03/2020,Guwahati,82.62(113.16)
14/03/2020,Guwahati,NS(NS)
07/03/2020,Guwahati,86.14(NS)
29/02/2020,Guwahati,89.03(121.65)
22/02/2020,Guwahati,86.02(NS)
15/02/2020,Guwahati,92.23(124.68)
08/02/2020,Guwahati,99.91(120.57)
01/02/2020,Guwahati,106.67(122.45)
25/01/2020,Guwahati,112.20(124.12)
18/01/2020,Guwahati,118.91(123.48)
11/01/2020,Guwahati,128.25(127.74)
04/01/2020,Guwahati,132.38(130.96)
26/12/2020,Siliguri,164.48(135.64)
19/12/2020,Siliguri,160.59(135.58)
12/12/2020,Siliguri,157.84(136.37)
05/12/2020,Siliguri,158.00(139.57)
28/11/2020,Siliguri,156.82(136.81)
21/11/2020,Siliguri,162.12(137.61)
14/11/2020,Siliguri,174.94(135.89)
07/11/2020,Siliguri,194.98(132.30)
31/10/2020,Siliguri,NS(134.11)
24/10/2020,Siliguri,208.57(136.59)
17/10/2020,Siliguri,211.91(132.71)
10/10/2020,Siliguri,224.61(135.91)
03/10/2020,Siliguri,239.57(NS)
26/09/2020,Siliguri,247.18(129.10)
19/09/2020,Siliguri,251.40(132.41)
12/09/2020,Siliguri,253.80(132.25)
05/09/2020,Siliguri,255.01(132.98)
29/08/2020,Siliguri,248.69(132.28)
22/08/2020,Siliguri,245.22(130.67)
15/08/2020,Siliguri,246.81(134.35)
08/08/2020,Siliguri,251.87(138.75)
01/08/2020,Siliguri,246.18(142.21)
25/07/2020,Siliguri,241.01(142.23)
18/07/2020,Siliguri,236.66(143.69)
11/07/2020,Siliguri,231.40(143.46)
04/07/2020,Siliguri,228.76(144.58)
27/06/2020,Siliguri,226.24(144.36)
20/06/2020,Siliguri,219.99(150.56)
13/06/2020,Siliguri,207.24(149.43)
06/06/2020,Siliguri,202.48(147.83)
30/05/2020,Siliguri,180.23(149.70)
23/05/2020,Siliguri,195.66(147.25)
16/05/2020,Siliguri,188.64(148.81)
09/05/2020,Siliguri,209.05(149.81)
02/05/2020,Siliguri,206.25(148.19)
25/04/2020,Siliguri,129.50(148.19)
18/04/2020,Siliguri,NS(154.94)
11/04/2020,Siliguri,NS(159.46)
04/04/2020,Siliguri,NS(152.77)
21/03/2020,Siliguri,NS(NS)
14/03/2020,Siliguri,NS(NS)
07/03/2020,Siliguri,91.28(107.78)
29/02/2020,Siliguri,NS(105.05)
22/02/2020,Siliguri,96.62(108.42)
15/02/2020,Siliguri,97.72(111.39)
08/02/2020,Siliguri,100.12(115.83)
01/02/2020,Siliguri,105.55(119.45)
25/01/2020,Siliguri,114.95(127.08)
18/01/2020,Siliguri,120.51(131.35)
11/01/2020,Siliguri,125.32(135.46)
04/01/2020,Siliguri,133.67(136.74)
26/12/2020,Jalpaiguri,NS(NS)
19/12/2020,Jalpaiguri,NS(NS)
12/12/2020,Jalpaiguri,NS(NS)
05/12/2020,Jalpaiguri,NS(NS)
28/11/2020,Jalpaiguri,NS(NS)
21/11/2020,Jalpaiguri,NS(NS)
14/11/2020,Jalpaiguri,NS(NS)
07/11/2020,Jalpaiguri,NS(NS)
31/10/2020,Jalpaiguri,NS(NS)
24/10/2020,Jalpaiguri,NS(NS)
17/10/2020,Jalpaiguri,NS(NS)
10/10/2020,Jalpaiguri,NS(NS)
03/10/2020,Jalpaiguri,NS(NS)
26/09/2020,Jalpaiguri,NS(NS)
19/09/2020,Jalpaiguri,NS(NS)
12/09/2020,Jalpaiguri,NS(NS)
05/09/2020,Jalpaiguri,NS(NS)
29/08/2020,Jalpaiguri,NS(NS)
22/08/2020,Jalpaiguri,NS(NS)
15/08/2020,Jalpaiguri,NS(NS)
08/08/2020,Jalpaiguri,NS(NS)
01/08/2020,Jalpaiguri,NS(NS)
25/07/2020,Jalpaiguri,NS(NS)
18/07/2020,Jalpaiguri,NS(NS)
11/07/2020,Jalpaiguri,NS(NS)
04/07/2020,Jalpaiguri,NS(NS)
27/06/2020,Jalpaiguri,NS(NS)
20/06/2020,Jalpaiguri,NS(NS)
13/06/2020,Jalpaiguri,NS(NS)
06/06/2020,Jalpaiguri,NS(NS)
30/05/2020,Jalpaiguri,NS(NS)
23/05/2020,Jalpaiguri,NS(NS)
16/05/2020,Jalpaiguri,NS(NS)
09/05/2020,Jalpaiguri,NS(NS)
02/05/2020,Jalpaiguri,NS(NS)
25/04/2020,Jalpaiguri,NS(NS)
18/04/2020,Jalpaiguri,NS(NS)
11/04/2020,Jalpaiguri,NS(NS)
04/04/2020,Jalpaiguri,NS(NS)
21/03/2020,Jalpaiguri,NS (NS)
14/03/2020,Jalpaiguri,NS(NS)
07/03/2020,Jalpaiguri,NS(NS)
29/02/2020,Jalpaiguri,NS(NS)
22/02/2020,Jalpaiguri,NS(NS)
15/02/2020,Jalpaiguri,NS(NS)
08/02/2020,Jalpaiguri,NS(NS)
01/02/2020,Jalpaiguri,NS(NS)
25/01/2020,Jalpaiguri,NS(NS)
18/01/2020,Jalpaiguri,NS(NS)
11/01/2020,Jalpaiguri,NS(NS)
04/01/2020,Jalpaiguri,NS(NS)
26/12/2020,mjunction,128.08
19/12/2020,mjunction,Not Available
12/12/2020,mjunction,140.03
05/12/2020,mjunction,111.00
28/11/2020,mjunction,162.33
21/11/2020,mjunction,161.82
14/11/2020,mjunction,180.10
07/11/2020,mjunction,NS
31/10/2020,mjunction,208.89
24/10/2020,mjunction,205.78
17/10/2020,mjunction,220.53
10/10/2020,mjunction,247.17
03/10/2020,mjunction,254.80
26/09/2020,mjunction,251.80
19/09/2020,mjunction,229.86
12/09/2020,mjunction,263.75
05/09/2020,mjunction,275.17
29/08/2020,mjunction,272.60
22/08/2020,mjunction,235.64
15/08/2020,mjunction,258.72
08/08/2020,mjunction,259.00
01/08/2020,mjunction,235.83
25/07/2020,mjunction,244.98
18/07/2020,mjunction,296.47
11/07/2020,mjunction,249.28
04/07/2020,mjunction,0.00
27/06/2020,mjunction,247.19
20/06/2020,mjunction,255.77
13/06/2020,mjunction,252.47
06/06/2020,mjunction,240.74
30/05/2020,mjunction,
23/05/2020,mjunction,
16/05/2020,mjunction,
09/05/2020,mjunction,
02/05/2020,mjunction,
25/04/2020,mjunction,
18/04/2020,mjunction,
11/04/2020,mjunction,
04/04/2020,mjunction,
21/03/2020,mjunction,
14/03/2020,mjunction,
07/03/2020,mjunction,
29/02/2020,mjunction,
22/02/2020,mjunction,
15/02/2020,mjunction,
08/02/2020,mjunction,
01/02/2020,mjunction,
25/01/2020,mjunction,
18/01/2020,mjunction,
11/01/2020,mjunction,
04/01/2020,mjunction,
26/12/2020,Cochin,170.80(119.12)
19/12/2020,Cochin,172.37(119.46)
12/12/2020,Cochin,173.52(119.78)
05/12/2020,Cochin,183.01(119.76)
28/11/2020,Cochin,193.31(119.25)
21/11/2020,Cochin,193.61(117.75)
14/11/2020,Cochin,192.82(118.50)
07/11/2020,Cochin,192.09(117.68)
31/10/2020,Cochin,185.42(118.85)
24/10/2020,Cochin,179.74(120.98)
17/10/2020,Cochin,177.34(121.17)
10/10/2020,Cochin,172.84(121.72)
03/10/2020,Cochin,176.53(122.32)
26/09/2020,Cochin,190.93(119.38)
19/09/2020,Cochin,197.51(114.62)
12/09/2020,Cochin,198.79(NS)
05/09/2020,Cochin,NS(110.55)
29/08/2020,Cochin,181.00(112.03)
22/08/2020,Cochin,171.64(111.02)
15/08/2020,Cochin,159.25(112.01)
08/08/2020,Cochin,144.53(112.94)
01/08/2020,Cochin,138.11(113.10)
25/07/2020,Cochin,138.40(115.12)
18/07/2020,Cochin,134.47(112.40)
11/07/2020,Cochin,130.22(113.46)
04/07/2020,Cochin,122.26(116.48)
27/06/2020,Cochin,117.03(117.25)
20/06/2020,Cochin,112.90(120.55)
13/06/2020,Cochin,111.30(123.12)
06/06/2020,Cochin,109.20(126.83)
30/05/2020,Cochin,110.04(128.23)
23/05/2020,Cochin,"114,82(127.76)"
16/05/2020,Cochin,116.41(127.60)
09/05/2020,Cochin,122.03(127.82)
02/05/2020,Cochin,125.94(129.73)
25/04/2020,Cochin,122.94(129.13)
18/04/2020,Cochin,130.27(NS)
11/04/2020,Cochin,121.58(128.38)
04/04/2020,Cochin,NS(127.54)
21/03/2020,Cochin,114.00(128.18)
14/03/2020,Cochin,113.86(127.64)
07/03/2020,Cochin,116.51(127.19)
29/02/2020,Cochin,115.54(126.29)
22/02/2020,Cochin,115.86(126.74)
15/02/2020,Cochin,116.70(129.72)
08/02/2020,Cochin,117.27(129.00)
01/02/2020,Cochin,119.05(130.93)
25/01/2020,Cochin,117.68(129.98)
18/01/2020,Cochin,118.11(128.14)
11/01/2020,Cochin,117.34(127.40)
04/01/2020,Cochin,NS(126.74)
26/12/2020,Coonoor,114.37(NS)
19/12/2020,Coonoor,112.17(82.34)
12/12/2020,Coonoor,108.12(80.51)
05/12/2020,Coonoor,109.25(79.04)
28/11/2020,Coonoor,130.09(78.81)
21/11/2020,Coonoor,141.71(79.97)
14/11/2020,Coonoor,NS(79.39)
07/11/2020,Coonoor,149.47(78.17)
31/10/2020,Coonoor,151.36(78.68)
24/10/2020,Coonoor,150.11(80.70)
17/10/2020,Coonoor,145.26(84.96)
10/10/2020,Coonoor,146.53(85.99)
03/10/2020,Coonoor,156.28(87.44)
26/09/2020,Coonoor,170.62(87.74)
19/09/2020,Coonoor,185.15(86.31)
12/09/2020,Coonoor,192.35(85.82)
05/09/2020,Coonoor,193.21(83.81)
29/08/2020,Coonoor,187.04(83.33)
22/08/2020,Coonoor,172.62(83.11)
15/08/2020,Coonoor,167.69(81.42)
08/08/2020,Coonoor,150.07(80.78)
01/08/2020,Coonoor,146.38(80.29)
25/07/2020,Coonoor,141.19(80.40)
18/07/2020,Coonoor,137.11(78.90)
11/07/2020,Coonoor,128.26(79.10)
04/07/2020,Coonoor,116.60(84.97)
27/06/2020,Coonoor,113.55(87.32)
20/06/2020,Coonoor,110.68(92.25)
13/06/2020,Coonoor,107.01(93.00)
06/06/2020,Coonoor,98.94(93.43)
30/05/2020,Coonoor,95.92(93.91)
23/05/2020,Coonoor,93.93(95.32)
16/05/2020,Coonoor,94.21(97.50)
09/05/2020,Coonoor,94.84(99.19)
02/05/2020,Coonoor,97.55(99.19)
25/04/2020,Coonoor,92.09(100.77)
18/04/2020,Coonoor,NS(99.97)
11/04/2020,Coonoor,NS(100.46)
04/04/2020,Coonoor,NS(101.02)
21/03/2020,Coonoor,82.32(101.65)
14/03/2020,Coonoor,80.37(102.75)
07/03/2020,Coonoor,79.65(101.65)
29/02/2020,Coonoor,80.73(100.40)
22/02/2020,Coonoor,79.97(98.80)
15/02/2020,Coonoor,82.20(98.62)
08/02/2020,Coonoor,81.24(99.52)
01/02/2020,Coonoor,82.20(99.99)
25/01/2020,Coonoor,82.85(101.25)
18/01/2020,Coonoor,83.86(100.62)
11/01/2020,Coonoor,84.47(100.15)
04/01/2020,Coonoor,84.25(98.23)
26/12/2020,Coimbatore,130.17(NS)
19/12/2020,Coimbatore,129.34(94.20)
12/12/2020,Coimbatore,136.73(92.13)
05/12/2020,Coimbatore,136.33(92.94)
28/11/2020,Coimbatore,157.49(94.90)
21/11/2020,Coimbatore,156.81(95.14)
14/11/2020,Coimbatore,NS(93.03)
07/11/2020,Coimbatore,157.63(95.75)
31/10/2020,Coimbatore,158.41(NS)
24/10/2020,Coimbatore,155.05(96.33)
17/10/2020,Coimbatore,154.23(95.51)
10/10/2020,Coimbatore,153.69(94.98)
03/10/2020,Coimbatore,165.41(97.02)
26/09/2020,Coimbatore,178.70(94.32)
19/09/2020,Coimbatore,190.71(94.52)
12/09/2020,Coimbatore,191.25(90.76)
05/09/2020,Coimbatore,189.56(93.16)
29/08/2020,Coimbatore,175.86(90.09)
22/08/2020,Coimbatore,163.52(91.59)
15/08/2020,Coimbatore,157.62(91.35)
08/08/2020,Coimbatore,148.31(91.31)
01/08/2020,Coimbatore,142.92(92.00)
25/07/2020,Coimbatore,141.08(87.70)
18/07/2020,Coimbatore,135.28(89.94)
11/07/2020,Coimbatore,127.99(90.69)
04/07/2020,Coimbatore,115.79(97.99)
27/06/2020,Coimbatore,112.44(97.06)
20/06/2020,Coimbatore,108.24(99.11)
13/06/2020,Coimbatore,102.97(102.44)
06/06/2020,Coimbatore,104.14(105.51)
30/05/2020,Coimbatore,103.84(109.84)
23/05/2020,Coimbatore,104.53(108.91)
16/05/2020,Coimbatore,105.11(111.08)
09/05/2020,Coimbatore,NS(109.24)
02/05/2020,Coimbatore,NS(110.41)
25/04/2020,Coimbatore,105.94(108.18)
18/04/2020,Coimbatore,NS(111.36)
11/04/2020,Coimbatore,NS(109.66)
04/04/2020,Coimbatore,NS(108.17)
21/03/2020,Coimbatore,90.06(107.92)
14/03/2020,Coimbatore,95.57(108.17)
07/03/2020,Coimbatore,91.62(107.00)
29/02/2020,Coimbatore,92.45(104.19)
22/02/2020,Coimbatore,93.35(104.79)
15/02/2020,Coimbatore,92.75(103.63)
08/02/2020,Coimbatore,91.69(104.47)
01/02/2020,Coimbatore,92.68(108.22)
25/01/2020,Coimbatore,95.41(108.18)
18/01/2020,Coimbatore,94.78(107.08)
11/01/2020,Coimbatore,94.22(106.78)
04/01/2020,Coimbatore,95.65(106.10)
25/12/2021,Kolkata,195.83(192.39)
18/12/2021,Kolkata,194.32(188.48)
11/12/2021,Kolkata,205.41(189.03)
04/12/2021,Kolkata,209.99(194.39)
27/11/2021,Kolkata,223.21(199.99)
20/11/2021,Kolkata,221.53(205.67)
13/11/2021,Kolkata,209.18(222.00)
06/11/2021,Kolkata,212.39(228.66)
30/10/2021,Kolkata,207.96(NS)
23/10/2021,Kolkata,217.22(242.12)
16/10/2021,Kolkata,NS(251.78)
09/10/2021,Kolkata,217.03(265.33)
02/10/2021,Kolkata,220.10(271.71)
25/09/2021,Kolkata,223.11(277.78)
18/09/2021,Kolkata,216.13(281.87)
11/09/2021,Kolkata,218.92(NS)
04/09/2021,Kolkata,220.59(291.04)
28/08/2021,Kolkata,219.09(300.10)
21/08/2021,Kolkata,227.99(307.42)
14/08/2021,Kolkata,220.66(308.75)
07/08/2021,Kolkata,221.64(307.12)
31/07/2021,Kolkata,224.17(295.89)
24/07/2021,Kolkata,228.85(297.63)
17/07/2021,Kolkata,237.55(301.04)
10/07/2021,Kolkata,242.19(298.71)
03/07/2021,Kolkata,261.60(298.54)
26/06/2021,Kolkata,255.38(272.59)
19/06/2021,Kolkata,251.80(275.63)
12/06/2021,Kolkata,235.30(250.54)
05/06/2021,Kolkata,240.96(235.11)
29/05/2021,Kolkata,NS(NS)
22/05/2021,Kolkata,235.47(NS)
15/05/2021,Kolkata,228.46(135.40)
05/05/2021,Kolkata,231.55(NS)
01/05/2021,Kolkata,223.69(NS)
24/04/2021,Kolkata,226.63(NS)
17/04/2021,Kolkata,224.79(NS)
10/04/2021,Kolkata,203.98(NS)
03/04/2021,Kolkata,NS(NS)
27/03/2021,Kolkata,148.74(NS)
20/03/2021,Kolkata,NS(104.29)
13/03/2021,Kolkata,145.50(90.82)
06/03/2021,Kolkata,147.73(101.49)
27/02/2021,Kolkata,157.71(103.45)
20/02/2021,Kolkata,170.57(109.64)
13/02/2021,Kolkata,174.16(111.38)
06/02/2021,Kolkata,174.91(118.72)
30/01/2021,Kolkata,190.21(128.94)
23/01/2021,Kolkata,190.96(130.25)
16/01/2021,Kolkata,190.95(134.41)
09/01/2021,Kolkata,190.74(143.46)
02/01/2021,Kolkata,195.23(152.40)
25/12/2021,Guwahati,167.79(161.05)
18/12/2021,Guwahati,173.40(157.83)
11/12/2021,Guwahati,178.38(166.13)
04/12/2021,Guwahati,180.89(164.13)
27/11/2021,Guwahati,182.19(169.10)
20/11/2021,Guwahati,183.41(176.59)
13/11/2021,Guwahati,184.73(186.64)
06/11/2021,Guwahati,185.91(191.78)
30/10/2021,Guwahati,177.68(205.16)
23/10/2021,Guwahati,175.53(214.55)
16/10/2021,Guwahati,NS(227.08)
09/10/2021,Guwahati,173.90(239.35)
02/10/2021,Guwahati,178.72(257.21)
25/09/2021,Guwahati,177.37(264.36)
18/09/2021,Guwahati,179.12(274.38)
11/09/2021,Guwahati,176.46(280.73)
04/09/2021,Guwahati,173.38(288.54)
28/08/2021,Guwahati,171.89(297.03)
21/08/2021,Guwahati,174.17(295.12)
14/08/2021,Guwahati,174.60(296.88)
07/08/2021,Guwahati,176.55(287.86)
31/07/2021,Guwahati,181.72(278.31)
24/07/2021,Guwahati,184.85(NS)
17/07/2021,Guwahati,196.28(283.53)
10/07/2021,Guwahati,207.64(NS)
03/07/2021,Guwahati,227.35(273.53)
26/06/2021,Guwahati,232.34(265.12)
19/06/2021,Guwahati,235.06(253.01)
12/06/2021,Guwahati,234.03(231.18)
05/06/2021,Guwahati,226.91(216.35)
29/05/2021,Guwahati,223.36(198.29)
22/05/2021,Guwahati,218.16(199.08)
15/05/2021,Guwahati,211.75(222.01)
05/05/2021,Guwahati,204.45(150.50)
01/05/2021,Guwahati,198.18(217.56)
24/04/2021,Guwahati,199.46(111.34)
17/04/2021,Guwahati,NS(NS)
10/04/2021,Guwahati,231.33(NS)
03/04/2021,Guwahati,157.33(NS)
27/03/2021,Guwahati,NS(NS)
20/03/2021,Guwahati,NS(82.62)
13/03/2021,Guwahati,149.69(NS)
06/03/2021,Guwahati,NS(86.14)
27/02/2021,Guwahati,158.58(89.03)
20/02/2021,Guwahati,146.18(86.02)
13/02/2021,Guwahati,148.15(92.23)
06/02/2021,Guwahati,157.00(99.91)
30/01/2021,Guwahati,160.65(106.67)
23/01/2021,Guwahati,165.06(112.20)
16/01/2021,Guwahati,168.51(118.91)
09/01/2021,Guwahati,168.22(128.25)
02/01/2021,Guwahati,164.42(132.38)
25/12/2021,Siliguri,172.21(164.48)
18/12/2021,Siliguri,178.90(160.59)
11/12/2021,Siliguri,179.26(157.84)
04/12/2021,Siliguri,169.49(158.00)
27/11/2021,Siliguri,170.54(156.82)
20/11/2021,Siliguri,180.46(162.12)
13/11/2021,Siliguri,186.85(174.94)
06/11/2021,Siliguri,190.14(194.98)
30/10/2021,Siliguri,176.53(NS)
23/10/2021,Siliguri,175.62(208.57)
16/10/2021,Siliguri,NS(211.91)
09/10/2021,Siliguri,153.22(224.61)
02/10/2021,Siliguri,161.56(239.57)
25/09/2021,Siliguri,161.88(247.18)
18/09/2021,Siliguri,164.62(251.40)
